City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
189,Burgos,ES,2021-11-22 13:53:03,42.3394,-3.7079,37.81,87,75,10.36
190,Tahoua,NE,2021-11-22 13:53:03,14.8888,5.2692,97.68,10,1,3.58
191,Vila Velha,BR,2021-11-22 13:53:02,-20.3297,-40.2925,75.15,71,75,4.0
192,Saldanha,ZA,2021-11-22 13:53:04,-33.0117,17.9442,82.45,74,3,28.3
193,East London,ZA,2021-11-22 13:52:58,-33.0153,27.9116,72.54,83,0,9.22
194,Moses Lake,US,2021-11-22 13:53:04,47.1301,-119.2781,36.18,83,94,3.85
195,Pangkalanbuun,ID,2021-11-22 13:53:04,-2.6833,111.6167,78.75,87,84,2.53
196,Ararat,AM,2021-11-22 13:53:05,39.8317,44.7049,53.94,52,0,2.46
197,Fare,PF,2021-11-22 13:53:05,-16.7,-151.0167,78.33,82,19,4.94
198,Airai,TL,2021-11-22 13:53:05,-8.9266,125.4092,62.96,91,100,1.45
199,Saint-Leu,RE,2021-11-22 13:53:06,-21.15,55.2833,81.46,96,35,5.61
200,Okhotsk,RU,2021-11-22 13:53:06,59.3833,143.3,0.1,91,12,13.73
201,Geraldton,AU,2021-11-22 13:53:06,-28.7667,114.6,64.81,68,40,13.8
202,Miri,MY,2021-11-22 13:53:07,4.4148,114.0089,80.74,94,40,3.44
203,Turukhansk,RU,2021-11-22 13:53:07,65.8167,87.9833,5.45,76,100,19.98
204,Sao Felix Do Xingu,BR,2021-11-22 13:53:07,-6.6447,-51.995,85.64,63,38,4.21
205,Srednekolymsk,RU,2021-11-22 13:53:08,67.45,153.6833,-29.79,100,100,3.42
206,Buritizeiro,BR,2021-11-22 13:53:08,-17.3511,-44.9622,85.62,56,94,3.8
207,Bilibino,RU,2021-11-22 13:53:08,68.0546,166.4372,-20.34,97,9,3.76
208,Kavieng,PG,2021-11-22 13:53:09,-2.5744,150.7967,82.11,78,68,13.6
209,Pathein,MM,2021-11-22 13:53:09,16.7833,94.7333,75.45,82,10,4.99
210,Arraial Do Cabo,BR,2021-11-22 13:53:09,-22.9661,-42.0278,75.16,53,20,9.22
211,Denpasar,ID,2021-11-22 13:51:54,-8.65,115.2167,82.06,88,20,3.44
212,Makakilo City,US,2021-11-22 13:53:10,21.3469,-158.0858,74.68,79,75,4.61
213,Mangai,CD,2021-11-22 13:53:10,-4.05,19.5333,79.25,74,100,3.83
214,Aklavik,CA,2021-11-22 13:53:11,68.2191,-135.0107,-8.68,97,91,8.46
215,Tasiilaq,GL,2021-11-22 13:53:11,65.6145,-37.6368,22.69,85,96,5.12
216,Alberton,CA,2021-11-22 13:53:12,46.8168,-64.0654,48.33,84,100,26.4
217,Wattegama,LK,2021-11-22 13:53:12,6.7989,81.4808,79.72,82,97,3.51
218,Inuvik,CA,2021-11-22 13:53:12,68.3499,-133.7218,-8.39,81,90,2.3
219,Sola,VU,2021-11-22 13:53:13,-13.8833,167.55,81.52,74,27,11.12
220,Wanning,CN,2021-11-22 13:53:13,18.8003,110.3967,69.76,86,100,14.94
221,Vikhorevka,RU,2021-11-22 13:53:13,56.1201,101.1636,13.59,92,100,3.76
222,Cherskiy,RU,2021-11-22 13:53:14,68.75,161.3,-31.09,100,7,4.36
223,Coahuayana,MX,2021-11-22 13:53:14,18.7333,-103.6833,76.48,72,5,3.31
224,Saint-Raphael,HT,2021-11-22 13:53:14,19.4333,-72.2,77.83,67,46,1.88
225,Lakatoro,VU,2021-11-22 13:53:15,-16.0999,167.4164,80.19,79,98,2.37
226,Honiara,SB,2021-11-22 13:53:15,-9.4333,159.95,77.99,80,9,6.67
227,Dunedin,NZ,2021-11-22 13:53:15,-45.8742,170.5036,49.84,91,100,2.66
228,Kupang,ID,2021-11-22 13:53:15,-10.1667,123.5833,81.36,80,100,5.03
229,Romny,UA,2021-11-22 13:54:16,50.751,33.4747,37.87,71,100,5.75
230,Eugene,US,2021-11-22 13:54:16,44.0521,-123.0867,38.55,97,5,3.83
231,Grand Gaube,MU,2021-11-22 13:54:17,-20.0064,57.6608,82.8,68,18,5.01
232,Quatre Cocos,MU,2021-11-22 13:54:17,-20.2078,57.7625,82.51,64,18,8.37
233,Berlevag,NO,2021-11-22 13:54:17,70.8578,29.0864,26.55,80,75,14.97
234,Karratha,AU,2021-11-22 13:54:18,-20.7377,116.8463,79.7,68,100,12.73
235,Upernavik,GL,2021-11-22 13:54:18,72.7868,-56.1549,4.33,90,80,5.68
236,Phonhong,LA,2021-11-22 13:54:18,18.5007,102.4166,75.02,78,6,2.64
237,San Quintin,MX,2021-11-22 13:54:19,30.4833,-115.95,62.85,58,100,3.22
238,Hilo,US,2021-11-22 13:54:19,19.7297,-155.09,76.28,72,100,2.1
239,Paka,MY,2021-11-22 13:54:19,4.6374,103.4368,80.53,94,100,2.3
240,Cockburn Town,TC,2021-11-22 13:54:20,21.4612,-71.1419,80.56,74,40,11.5
241,Thompson,CA,2021-11-22 13:54:20,55.7435,-97.8558,-9.24,84,20,6.91
242,Hamilton,US,2021-11-22 13:51:15,39.1834,-84.5333,33.08,79,1,3.0
243,Fairbanks,US,2021-11-22 13:51:10,64.8378,-147.7164,3.16,64,90,10.36
244,Ketou,BJ,2021-11-22 13:54:21,7.3633,2.5998,94.96,38,100,1.48
245,General Roca,AR,2021-11-22 13:54:21,-39.0333,-67.5833,78.62,19,6,16.08
246,Black Diamond,US,2021-11-22 13:54:21,47.3087,-122.0032,41.76,84,88,5.08
247,Havoysund,NO,2021-11-22 13:54:22,70.9963,24.6622,25.68,61,100,9.48
248,Bandiagara,ML,2021-11-22 13:54:22,14.3501,-3.6104,96.33,12,21,15.32
249,Morbegno,IT,2021-11-22 13:54:22,46.1383,9.57,52.59,79,99,1.39
250,Butembo,CD,2021-11-22 13:54:23,0.15,29.2833,66.29,92,89,0.69
